,reaction,compound
9290,R09047,C01917
9291,R09053,C18152
9292,R09053,C00139
9293,R09053,C00008
9294,R09053,C00009
9295,R09053,C02139
9296,R09053,C00138
9297,R09053,C00002
9298,R09053,C00001
9299,R09053,C00080
9300,R09060,C18153
9301,R09060,C00139
9302,R09060,C00008
9303,R09060,C00009
9304,R09060,C18154
9305,R09060,C00138
9306,R09060,C00002
9307,R09060,C00001
9308,R09060,C00080
9309,R09087,C00008
9310,R09087,C11526
9311,R09087,C00002
9312,R09087,C01204
9313,R09378,C00008
9314,R09378,C18911
9315,R09378,C00002
9316,R09378,C00522
9317,R09386,C19085
9318,R09386,C00013
9319,R09386,C19080
9320,R09386,C00002
9321,R09475,C00020
9322,R09475,C00013
9323,R09475,C03939
9324,R09475,C00002
9325,R09475,C00033
9326,R09475,C00229
9327,R09588,C19694
9328,R09588,C00008
9329,R09588,C00009
9330,R09588,C00133
9331,R09588,C00256
9332,R09588,C00002
9333,R09589,C00020
9334,R09589,C00013
9335,R09589,C05195
9336,R09589,C00002
9337,R09589,C00587
9338,R09589,C00010
9339,R09590,C19696
9340,R09590,C00008
9341,R09590,C00009
9342,R09590,C00002
9343,R09590,C00402
9344,R09590,C19695
9345,R09591,C19703
9346,R09591,C00020
9347,R09591,C00013
9348,R09591,C19702
9349,R09591,C00097
9350,R09591,C00002
9351,R09592,C00008
9352,R09592,C00009
9353,R09592,C19710
9354,R09592,C00002
9355,R09592,C19709
9356,R09592,C00049
9357,R09595,C19719
9358,R09595,C00008
9359,R09595,C00009
9360,R09595,C00133
9361,R09595,C00740
9362,R09595,C00002
9363,R09596,C00008
9364,R09596,C00009
9365,R09596,C19720
9366,R09596,C00002
9367,R09596,C00692
9368,R09596,C00739
9369,R09597,C19723
9370,R09597,C00020
9371,R09597,C00013
9372,R09597,C00001
9373,R09597,C19722
9374,R09597,C00047
9375,R09597,C00002
9376,R09640,C00008
9377,R09640,C19770
9378,R09640,C00002
9379,R09640,C19769
9380,R09640,C00001
9381,R09726,C00013
9382,R09726,C19848
9383,R09726,C00002
9384,R09726,C05924
9385,R09729,C00008
9386,R09729,C19850
9387,R09729,C00002
9388,R09729,C01925
9389,R09767,C19877
9390,R09767,C00008
9391,R09767,C06024
9392,R09767,C00002
9393,R09770,C19879
9394,R09770,C00008
9395,R09770,C19878
9396,R09770,C00002
9397,R09776,C19887
9398,R09776,C00008
9399,R09776,C19886
9400,R09776,C00002
9401,R09879,C00002
9402,R09879,C20190
9403,R09879,C00001
9404,R09880,C00002
9405,R09880,C00008
9406,R09880,C04058
9407,R09880,C00001
9408,R09945,C00008
9409,R09945,C20237
9410,R09945,C00002
9411,R09945,C00208
9412,R09946,C00008
9413,R09946,C20245
9414,R09946,C00002
9415,R09946,C00043
9416,R09978,C15996
9417,R09978,C00008
9418,R09978,C00009
9419,R09978,C00001
9420,R09978,C20248
9421,R09978,C00014
9422,R09978,C00002
9423,R10011,C20278
9424,R10011,C07305
9425,R10011,C00047
9426,R10011,C20277
9427,R10011,C00002
9428,R10065,C00008
9429,R10065,C01284
9430,R10065,C00002
9431,R10065,C01245
9432,R10090,C20333
9433,R10090,C00020
9434,R10090,C00013
9435,R10090,C00158
9436,R10090,C03955
9437,R10090,C00002
9438,R10091,C05554
9439,R10091,C00020
9440,R10091,C00013
9441,R10091,C20333
9442,R10091,C03955
9443,R10091,C00002
9444,R10093,C00008
9445,R10093,C00129
9446,R10093,C00002
9447,R10093,C20345
9448,R10185,C20422
9449,R10185,C00147
9450,R10185,C00002
9451,R10185,C20396
9452,R10288,C00008
9453,R10288,C00009
9454,R10288,C00005
9455,R10288,C00002
9456,R10288,C04899
9457,R10342,C00013
9458,R10342,C20565
9459,R10342,C00002
9460,R10462,C00013
9461,R10462,C20640
9462,R10462,C00002
9463,R10462,C00044
9464,R10470,C08057
9465,R10470,C00011
9466,R10470,C00014
9467,R10470,C00008
9468,R10470,C00009
9469,R10470,C20651
9470,R10470,C00002
9471,R10470,C00001
9472,R10496,C20580
9473,R10496,C00020
9474,R10496,C00009
9475,R10496,C00002
9476,R10496,C00179
9477,R10496,C19722
9478,R10496,C00001
9479,R10531,C00008
9480,R10531,C00009
9481,R10531,C20679
9482,R10531,C00002
9483,R10531,C00001
9484,R10531,C20679
9485,R10541,C00013
9486,R10541,C20684
9487,R10541,C00009
9488,R10541,C00169
9489,R10541,C00002
9490,R10541,C00001
9491,R10548,C00008
9492,R10548,C20690
9493,R10548,C00002
9494,R10548,C11174
9495,R10561,C20345
9496,R10561,C00008
9497,R10561,C00009
9498,R10561,C00011
9499,R10561,C01107
9500,R10561,C00002
9501,R10657,C00008
9502,R10657,C20762
9503,R10657,C00002
9504,R10657,C20761
9505,R10758,C11062
9506,R10758,C00008
9507,R10758,C00009
9508,R10758,C00989
9509,R10758,C00002
9510,R10758,C00010
9511,R10768,C20699
9512,R10768,C00020
9513,R10768,C00013
9514,R10768,C00009
9515,R10768,C01822
9516,R10768,C00169
9517,R10768,C00002
9518,R10768,C00001
9519,R10770,C00020
9520,R10770,C00013
9521,R10770,C20840
9522,R10770,C00002
9523,R10770,C21076
9524,R10770,C00010
9525,R10771,C00020
9526,R10771,C00013
9527,R10771,C20842
9528,R10771,C00002
9529,R10771,C20841
9530,R10771,C00010
9531,R10779,C20847
9532,R10779,C00008
9533,R10779,C00418
9534,R10779,C00002
9535,R10780,C20848
9536,R10780,C00008
9537,R10780,C20847
9538,R10780,C00002
9539,R10821,C00008
9540,R10821,C00009
9541,R10821,C00864
9542,R10821,C00002
9543,R10821,C00522
9544,R10821,C00099
9545,R10901,C00008
9546,R10901,C00009
9547,R10901,C04877
9548,R10901,C00002
9549,R10901,C01050
9550,R10901,C20925
9551,R10909,C20936
9552,R10909,C00013
9553,R10909,C00002
9554,R10910,C20935
9555,R10910,C00013
9556,R10910,C00002
9557,R10930,C20949
9558,R10930,C00008
9559,R10930,C20948
9560,R10930,C00002
9561,R10940,C00020
9562,R10940,C00013
9563,R10940,C20961
9564,R10940,C00002
9565,R10940,C00122
9566,R10940,C03401
9567,R10941,C00008
9568,R10941,C00009
9569,R10941,C20965
9570,R10941,C00002
9571,R10941,C20967
9572,R10941,C00183
9573,R10942,C00008
9574,R10942,C00009
9575,R10942,C20962
9576,R10942,C00002
9577,R10942,C20966
9578,R10942,C00183
9579,R10943,C00008
9580,R10943,C00009
9581,R10943,C20963
9582,R10943,C00002
9583,R10943,C20966
9584,R10943,C00407
9585,R10944,C00008
9586,R10944,C00009
9587,R10944,C20964
9588,R10944,C00002
9589,R10944,C20966
9590,R10944,C00123
9591,R10948,C00008
9592,R10948,C20969
9593,R10948,C00002
9594,R10948,C00288
9595,R10951,C00008
9596,R10951,C11557
9597,R10951,C00002
9598,R10951,C01194
9599,R10953,C00008
9600,R10953,C01284
9601,R10953,C00002
9602,R10953,C01272
9603,R10970,C00008
9604,R10970,C20831
9605,R10970,C00002
9606,R10970,C20830
9607,R10994,C00008
9608,R10994,C00009
9609,R10994,C21016
9610,R10994,C00002
9611,R10994,C21015
9612,R10994,C00037
9613,R11024,C21027
9614,R11024,C00008
9615,R11024,C02713
9616,R11024,C00002
9617,R11039,C21069
9618,R11039,C00008
9619,R11039,C21068
9620,R11039,C00002
9621,R11064,C20942
9622,R11064,C00009
9623,R11064,C00008
9624,R11064,C20941
9625,R11064,C00041
9626,R11064,C00002
9627,R11090,C00008
9628,R11090,C21101
9629,R11090,C00002
9630,R11090,C00613
9631,R11143,C16237
9632,R11143,C00020
9633,R11143,C00013
9634,R11143,C00002
9635,R11143,C16241
9636,R11143,C16240
9637,R11183,C00008
9638,R11183,C20959
9639,R11183,C00002
9640,R11183,C11838
9641,R11184,C00008
9642,R11184,C21156
9643,R11184,C00002
9644,R11184,C06802
9645,R11185,C00008
9646,R11185,C17692
9647,R11185,C00002
9648,R11185,C17691
9649,R11207,C00008
9650,R11207,C00009
9651,R11207,C21178
9652,R11207,C00002
9653,R11207,C21177
9654,R11207,C02188
9655,R11234,C17697
9656,R11234,C00008
9657,R11234,C17696
9658,R11234,C00002
9659,R11400,C00008
9660,R11400,C21366
9661,R11400,C00002
9662,R11400,C20734
9663,R11406,C00008
9664,R11406,C21218
9665,R11406,C00002
9666,R11406,C21371
9667,R11460,C00008
9668,R11460,C03394
9669,R11460,C00002
9670,R11460,C02045
9671,R11461,C00008
9672,R11461,C03604
9673,R11461,C00002
9674,R11461,C02022
9675,R11531,C11832
9676,R11531,C00138
9677,R11531,C00002
9678,R11531,C00001
9679,R11531,C00080
9680,R11531,C21441
9681,R11531,C00139
9682,R11531,C00008
9683,R11531,C00009
9684,R11536,C00008
9685,R11536,C21294
9686,R11536,C00002
9687,R11536,C00503
9688,R11537,C00013
9689,R11537,C21445
9690,R11537,C00002
9691,R11537,C21446
9692,R11538,C00013
9693,R11538,C21447
9694,R11538,C00002
9695,R11538,C21448
9696,R11553,C00013
9697,R11553,C00301
9698,R11553,C00002
9699,R11553,C00117
9700,R11554,C00013
9701,R11554,C21460
9702,R11554,C00002
9703,R11554,C03986
9704,R11608,C00013
9705,R11608,C21497
9706,R11608,C00002
9707,R11608,C00156
9708,R11628,C00008
9709,R11628,C00009
9710,R11628,C21512
9711,R11628,C00028
9712,R11628,C00002
9713,R11628,C21511
9714,R11628,C00030
9715,R11628,C00001
9716,R11629,C05777
9717,R11629,C00008
9718,R11629,C00009
9719,R11629,C21512
9720,R11629,C00002
9721,R11634,C00131
9722,R11634,C00011
9723,R11634,C00001
9724,R11634,C00002
9725,R11634,C00058
9726,R11662,C21565
9727,R11662,C00008
9728,R11662,C00009
9729,R11662,C21570
9730,R11662,C21572
9731,R11662,C00002
9732,R11673,C12023
9733,R11673,C00008
9734,R11673,C00009
9735,R11673,C21570
9736,R11673,C21574
9737,R11673,C00002
9738,R11706,C00008
9739,R11706,C21611
9740,R11706,C00002
9741,R11706,C21612
9742,R11707,C00008
9743,R11707,C21610
9744,R11707,C00002
9745,R11707,C03064
9746,R11784,C00008
9747,R11784,C21585
9748,R11784,C00002
9749,R11784,C21649
9750,R11803,C00008
9751,R11803,C03393
9752,R11803,C00002
9753,R11803,C21593
9754,R11891,C00008
9755,R11891,C21748
9756,R11891,C00002
9757,R11891,C16634
9758,R11892,C00008
9759,R11892,C21750
9760,R11892,C00002
9761,R11892,C04242
9762,R11894,C00008
9763,R11894,C21749
9764,R11894,C00002
9765,R11894,C21748
9766,R11895,C00008
9767,R11895,C21751
9768,R11895,C00002
9769,R11895,C21750
9770,R11933,C00008
9771,R11933,C21778
9772,R11933,C00002
9773,R11933,C21762
9774,R12056,C00013
9775,R12056,C20656
9776,R12056,C00002
9777,R12056,C00148
9778,R12059,C00013
9779,R12059,C21877
9780,R12059,C00002
9781,R12059,C21851
9782,R12063,C00013
9783,R12063,C21879
9784,R12063,C00002
9785,R12063,C21878
9786,R12084,C00139
9787,R12084,C00282
9788,R12084,C00014
9789,R12084,C00008
9790,R12084,C00009
9791,R12084,C00138
9792,R12084,C00080
9793,R12084,C00697
9794,R12084,C00002
9795,R12084,C00001
9796,R12099,C00013
9797,R12099,C21901
9798,R12099,C00002
9799,R12099,C21900
9800,R03975,C02528
9801,R03975,C00037
9802,R03975,C05466
9803,R03975,C00001
9804,R07289,C00054
9805,R07289,C15559
9806,R07289,C00053
9807,R07289,C05466
9808,R08744,C05466
9809,R08744,C00010
9810,R08744,C05337
9811,R08744,C00037
9812,R00414,C00645
9813,R00414,C00015
9814,R00414,C00043
9815,R00414,C00001
9816,R00416,C00013
9817,R00416,C00043
9818,R00416,C00075
9819,R00416,C04501
9820,R00417,C00015
9821,R00417,C04375
9822,R00417,C00043
9823,R00417,C03021
9824,R00418,C00203
9825,R00418,C00043
9826,R00420,C01170
9827,R00420,C00043
9828,R00421,C04573
9829,R00421,C00004
9830,R00421,C00080
9831,R00421,C00043
9832,R00421,C00003
9833,R00421,C00001
9834,R00422,C05005
9835,R00422,C00043
9836,R00423,C05114
9837,R00423,C00043
9838,R00504,C00105
9839,R00504,C04739
9840,R00504,C00052
9841,R00504,C00043
9842,R00660,C04631
9843,R00660,C00009
9844,R00660,C00074
9845,R00660,C00043
9846,R01007,C00105
9847,R01007,C04500
9848,R01007,C00043
9849,R01007,C00110
9850,R01008,C00015
9851,R01008,C04678
9852,R01008,C00043
9853,R01008,C21212
9854,R01996,C00015
9855,R01996,C04539
9856,R01996,C00043
9857,R01996,C00338
9858,R02335,C00015
9859,R02335,C00461
9860,R02335,C00043
9861,R02335,C00461
9862,R02654,C00015
9863,R02654,C01288
9864,R02654,C00043
9865,R02654,C01194
9866,R02717,C00015
9867,R02717,C04667
9868,R02717,C00043
9869,R02717,C00653
9870,R02789,C00015
9871,R02789,C04890
9872,R02789,C00043
9873,R02789,C00694
9874,R02790,C00015
9875,R02790,C04891
9876,R02790,C00043
9877,R02790,C00694
9878,R03513,C00015
9879,R03513,C01306
9880,R03513,C00043
9881,R03513,C04387
9882,R03514,C00015
9883,R03514,C04917
9884,R03514,C00043
9885,R03514,C01306
9886,R04291,C00105
9887,R04291,C04789
9888,R04291,C00043
9889,R04291,C03706
9890,R04451,C00015
9891,R04451,C04806
9892,R04451,C00043
9893,R04451,C04300
9894,R04493,C00015
9895,R04493,C04845
9896,R04493,C00043
9897,R04493,C01290
9898,R04494,C00015
9899,R04494,C04537
9900,R04494,C00043
9901,R04494,C04500
9902,R04567,C00229
9903,R04567,C04738
9904,R04567,C04688
9905,R04567,C00043
9906,R04575,C00015
9907,R04575,C04902
9908,R04575,C00043
9909,R04575,C04750
9910,R04619,C00015
9911,R04619,C04923
9912,R04619,C00043
9913,R04619,C04861
9914,R04636,C00015
9915,R04636,C04930
9916,R04636,C00043
9917,R04636,C04902
9918,R04642,C00015
9919,R04642,C04934
9920,R04642,C00043
9921,R04642,C04906
9922,R04653,C00015
9923,R04653,C04937
9924,R04653,C00043
9925,R04653,C04914
9926,R04654,C00015
9927,R04654,C04939
9928,R04654,C00043
9929,R04654,C04922
9930,R04659,C00015
9931,R04659,C04938
9932,R04659,C00043
9933,R04659,C04922
9934,R04662,C00015
9935,R04662,C04943
9936,R04662,C00043
9937,R04662,C04880
9938,R04665,C00015
9939,R04665,C05159
9940,R04665,C00043
9941,R04665,C04944
9942,R05032,C05898
9943,R05032,C00015
9944,R05032,C05897
9945,R05032,C00043
9946,R05327,C00518
9947,R05327,C00015
9948,R05327,C00043
9949,R05327,C00167
9950,R05662,C05893
9951,R05662,C00015
9952,R05662,C04851
9953,R05662,C00043
9954,R05969,C00105
9955,R05969,G00001
9956,R05969,C00043
9957,R05969,C00110
9958,R07258,C00015
9959,R07258,C04944
9960,R07258,C00043
9961,R07258,C15543
9962,R07259,C00015
9963,R07259,C15544
9964,R07259,C00043
9965,R07259,C04942
9966,R07334,C00015
9967,R07334,C15574
9968,R07334,C15573
9969,R07334,C00043
9970,R07397,C00015
9971,R07397,C15656
9972,R07397,C00043
9973,R07397,C04903
9974,R08856,C01289
9975,R08856,C00105
9976,R08856,C00043
9977,R08856,C17556
9978,R08894,C00015
9979,R08894,C17582
9980,R08894,C00043
9981,R08894,C02627
9982,R08900,C00015
9983,R08900,C17587
9984,R08900,C00043
9985,R08900,C01759
9986,R09634,C19761
9987,R09634,C00015
9988,R09634,C00043
9989,R09634,C04006
9990,R09676,C00015
9991,R09676,C19802
9992,R09676,C00043
9993,R09676,C02189
9994,R09677,C00015
9995,R09677,C19804
9996,R09677,C00043
9997,R09677,C19803
9998,R09697,C19823
9999,R09697,C00001
10000,R09697,C00043
10001,R10137,C00105
10002,R10137,C20390
10003,R10137,C00043
10004,R10137,C02970
10005,R10266,C04613
10006,R10266,C00001
10007,R10266,C00043
10008,R10596,C00015
10009,R10596,C20723
10010,R10596,C00043
10011,R10596,C20722
10012,R10785,C20849
10013,R10785,C00004
10014,R10785,C00080
10015,R10785,C00043
10016,R10785,C00003
10017,R11115,C21120
10018,R11115,C00015
10019,R11115,C21119
10020,R11115,C00043
10021,R11282,C00015
10022,R11282,C21261
10023,R11282,C00043
10024,R11282,C18002
10025,R11879,C00015
10026,R11879,C21743
10027,R11879,C00043
10028,R11879,C21742
10029,R12014,C00015
10030,R12014,C21849
10031,R12014,C00043
10032,R12014,C21508
10033,R12037,C00015
10034,R12037,C21870
10035,R12037,C00043
10036,R12037,C21508
10037,R01283,C00283
10038,R01283,C00014
10039,R01283,C00109
10040,R01283,C00155
10041,R01283,C00001
10042,R01286,C00155
10043,R01286,C00014
10044,R01286,C00022
10045,R01286,C02291
10046,R01286,C00001
10047,R01289,C00542
10048,R01289,C00001
10049,R01289,C00065
10050,R01289,C00155
10051,R01290,C02291
10052,R01290,C00001
10053,R01290,C00065
10054,R01290,C00155
10055,R02026,C00155
10056,R02026,C00094
10057,R02026,C00343
10058,R02026,C00033
10059,R02026,C01077
10060,R02026,C00320
10061,R02026,C00342
10062,R02026,C00080
10063,R00376,C00013
10064,R00376,C00039
10065,R00376,C00286
10066,R00376,C00039
10067,R01855,C00362
10068,R01855,C00013
10069,R01855,C00286
10070,R01855,C00001
10071,R01856,C00330
10072,R01856,C00536
10073,R01856,C00286
10074,R01856,C00001
10075,R01858,C00361
10076,R01858,C00074
10077,R01858,C00286
10078,R01858,C00022
10079,R02020,C00044
10080,R02020,C00342
10081,R02020,C00286
10082,R02020,C00343
10083,R02020,C00001
10084,R07278,C12347
10085,R07278,C11475
10086,R07278,C00286
10087,R07278,C02270
10088,R11633,C00286
10089,R11633,C00011
10090,R11633,C00001
10091,R11633,C00044
10092,R11633,C00058
10093,R00291,C00052
10094,R00291,C00029
10095,R00501,C00617
10096,R00501,C00004
10097,R00501,C00080
10098,R00501,C00052
10099,R00501,C00003
10100,R00501,C00001
10101,R00503,C00015
10102,R00503,C00243
10103,R00503,C00052
10104,R00503,C00031
10105,R00505,C03733
10106,R00505,C00052
10107,R00506,C05796
10108,R00506,C00015
10109,R00506,C00052
10110,R00506,C05796
10111,R00809,C00015
10112,R00809,C03848
10113,R00809,C00052
10114,R00809,C00089
10115,R00853,C00015
10116,R00853,C04641
10117,R00853,C00052
10118,R00853,C00093
10119,R00854,C00015
10120,R00854,C04703
10121,R00854,C00052
10122,R00854,C00093
10123,R01192,C00015
10124,R01192,C01235
10125,R01192,C00052
10126,R01192,C00137
10127,R01205,C00015
10128,R01205,C00611
10129,R01205,C00052
10130,R01205,C00140
10131,R01500,C00015
10132,R01500,C02686
10133,R01500,C00052
10134,R01500,C00195
10135,R01535,C00105
10136,R01535,C04507
10137,R01535,C00052
10138,R01535,C17556
10139,R01928,C00015
10140,R01928,C01747
10141,R01928,C00052
10142,R01928,C00319
10143,R01997,C00015
10144,R01997,C04473
10145,R01997,C00052
10146,R01997,C00338
10147,R02691,C00015
10148,R02691,C03692
10149,R02691,C00052
10150,R02691,C00641
10151,R02791,C00015
10152,R02791,C04855
10153,R02791,C00052
10154,R02791,C00694
10155,R03354,C01290
10156,R03354,C00015
10157,R03354,C01190
10158,R03354,C00052
10159,R03380,C00015
10160,R03380,C04487
10161,R03380,C00052
10162,R03380,C01211
10163,R03486,C00015
10164,R03486,C04737
10165,R03486,C00052
10166,R03486,C01290
10167,R03679,C00015
10168,R03679,C04034
10169,R03679,C00052
10170,R03679,C01698
10171,R03981,C00015
10172,R03981,C03942
10173,R03981,C00052
10174,R03981,C02545
10175,R04016,C06126
10176,R04016,C00015
10177,R04016,C02686
10178,R04016,C00052
10179,R04322,C00015
10180,R04322,C04708
10181,R04322,C00052
10182,R04322,C03823
10183,R04334,C00015
10184,R04334,C04695
10185,R04334,C00052
10186,R04334,C03868
10187,R04431,C00015
10188,R04431,C04775
10189,R04431,C00052
10190,R04431,C04247
10191,R04469,C06037
10192,R04469,C00015
10193,R04469,C03692
10194,R04469,C00052
10195,R04495,C00015
10196,R04495,C04818
10197,R04495,C00052
10198,R04495,C04502
10199,R04531,C00015
10200,R04531,C04847
10201,R04531,C00052
10202,R04531,C00611
10203,R04548,C00015
10204,R04548,C04866
10205,R04548,C00052
10206,R04548,C04648
10207,R04610,C00015
10208,R04610,C04910
10209,R04610,C00052
10210,R04610,C04845
10211,R04631,C00015
10212,R04631,C04911
10213,R04631,C00052
10214,R04631,C04884
10215,R04644,C06129
10216,R04644,C00015
10217,R04644,C04910
10218,R04644,C00052
10219,R05080,C06037
10220,R05080,C00052
10221,R05080,C06036
10222,R05080,C00015
10223,R05107,C06131
10224,R05107,C00052
10225,R05107,C06130
10226,R05107,C00015
10227,R05110,C00015
10228,R05110,C06141
10229,R05110,C00052
10230,R05110,C06134
10231,R05111,C00015
10232,R05111,C06136
10233,R05111,C00052
10234,R05111,C06135
10235,R06808,C12626
10236,R06808,C00015
10237,R06808,C05903
10238,R06808,C00052
10239,R09753,C00015
10240,R09753,C19865
10241,R09753,C00052
10242,R09753,C19763
10243,R09755,C00015
10244,R09755,C04922
10245,R09755,C00052
10246,R09755,C04845
10247,R10240,C00015
10248,R10240,C08647
10249,R10240,C00052
10250,R10240,C05905
10251,R10432,C00015
10252,R10432,C20617
10253,R10432,C00052
10254,R10432,C01289
10255,R10433,C00015
10256,R10433,C20618
10257,R10433,C00052
10258,R10433,C01289
10259,R10436,C00015
10260,R10436,C20622
10261,R10436,C00052
10262,R10436,C20621
10263,R10440,C00015
10264,R10440,C20626
10265,R10440,C00052
10266,R10440,C20625
10267,R10804,C20859
10268,R10804,C00015
10269,R10804,C03201
10270,R10804,C00052
10271,R10865,C00015
10272,R10865,C20906
10273,R10865,C00052
10274,R10865,C06364
10275,R11599,C00015
10276,R11599,C21493
10277,R11599,C00052
10278,R11599,C01289
10279,R11714,C00015
10280,R11714,C04656
10281,R11714,C00052
10282,R11714,C03518
10283,R00012,C00013
10284,R00012,C01261
10285,R00012,C00044
10286,R00335,C00035
10287,R00335,C00009
10288,R00335,C00044
10289,R00335,C00001
10290,R00394,C00035
10291,R00394,C00009
10292,R00394,C00040
10293,R00394,C00044
10294,R00394,C00060
10295,R00394,C00010
10296,R00424,C04895
10297,R00424,C00058
10298,R00424,C00044
10299,R00424,C00001
10300,R00425,C00058
10301,R00425,C01304
10302,R00425,C00013
10303,R00425,C00044
10304,R00425,C00001
10305,R00426,C00144
10306,R00426,C00013
10307,R00426,C00044
10308,R00426,C00001
10309,R00428,C05922
10310,R00428,C00044
10311,R00428,C00001
10312,R00430,C00035
10313,R00430,C00074
10314,R00430,C00044
10315,R00430,C00022
10316,R00431,C00035
10317,R00431,C00074
10318,R00431,C00011
10319,R00431,C00044
10320,R00431,C00036
10321,R00432,C00035
10322,R00432,C00009
10323,R00432,C00091
10324,R00432,C00044
10325,R00432,C00042
10326,R00432,C00010
10327,R00434,C00942
10328,R00434,C00013
10329,R00434,C00044
10330,R00441,C00013
10331,R00441,C00046
10332,R00441,C00044
10333,R00441,C00046
10334,R00885,C00013
10335,R00885,C00096
10336,R00885,C00044
10337,R00885,C00636
10338,R00954,C00013
10339,R00954,C00394
10340,R00954,C00044
10341,R00954,C00103
10342,R01135,C00035
10343,R01135,C00009
10344,R01135,C03794
10345,R01135,C00044
10346,R01135,C00130
10347,R01135,C00049
10348,R01232,C00044
10349,R01232,C00144
10350,R01232,C01261
10351,R01232,C00001
10352,R01951,C00013
10353,R01951,C00325
10354,R01951,C00044
10355,R01951,C02985
10356,R02405,C00035
10357,R02405,C00009
10358,R02405,C00531
10359,R02405,C00044
10360,R02405,C00490
10361,R02405,C00010
10362,R03318,C00013
10363,R03318,C01581
10364,R03318,C00044
10365,R03318,C01171
10366,R03378,C00035
10367,R03378,C03366
